word_id	seg_id	language	orth	phon	start	end	duration	lemma	POS	TAG	file	spkr_id	num_phon	split
DEU006_90_18	DEU006_90	DEU	einfordern	aI n f o r d atu n	8.27	8.98	0.71	einfordern	VERB	VVINF	German/wav/006/GE006_90.wav	DEU006	8	DEV
DEU029_6_16	DEU029_6	DEU	simuliert	z il m ul l il r t	5.8	6.3	0.5	simulieren	VERB	VVPP	German/wav/029/GE029_6.wav	DEU029	8	DEV
DEU038_69_1	DEU038_69	DEU	bevorzugt	b etu f ol r ts ul k t	0.28	0.98	0.7	bevorzugen	VERB	VVFIN	German/wav/038/GE038_69.wav	DEU038	9	DEV
DEU055_33_16	DEU055_33	DEU	aufgefunden	a u f g etu f u n d etu n	6.27	7.07	0.8	auffinden	VERB	VVIZU	German/wav/055/GE055_33.wav	DEU055	11	DEV
DEU004_24_3	DEU004_24	DEU	forderte	f o r d etu r t etu	0.85	1.27	0.42	fordern	VERB	VVFIN	German/wav/004/GE004_24.wav	DEU004	8	DEV
DEU016_131_17	DEU016_131	DEU	verlangen	f e r l a ng etu n	5.6	5.96	0.36	verlangen	VERB	VVINF	German/wav/016/GE016_131.wav	DEU016	8	DEV
DEU074_39_11	DEU074_39	DEU	lehne	l el n etu	5.27	5.6	0.33	lehne	VERB	VVFIN	German/wav/074/GE074_39.wav	DEU074	4	DEV
DEU015_111_6	DEU015_111	DEU	gefällt	g etu f l l t	1.74	1.98	0.24	gefallen	VERB	VVPP	German/wav/015/GE015_111.wav	DEU015	6	DEV
DEU058_9_5	DEU058_9	DEU	simuliert	z il m ul l il r t	3.38	3.96	0.58	simulieren	VERB	VVPP	German/wav/058/GE058_9.wav	DEU058	8	DEV
DEU004_105_13	DEU004_105	DEU	ausgehandelt	aU s g etu h a n d etu l t	5.29	5.98	0.69	aushandeln	VERB	VVPP	German/wav/004/GE004_105.wav	DEU004	11	DEV
DEU028_194_5	DEU028_194	DEU	räumte	r u m t etu	2.15	2.49	0.34	räumen	VERB	VVFIN	German/wav/028/GE028_194.wav	DEU028	5	DEV
DEU021_44_2	DEU021_44	DEU	angeprangert	a n g etu p r a ng etu r t	0.69	1.36	0.67	anprangern	VERB	VVPP	German/wav/021/GE021_44.wav	DEU021	11	DEV
DEU047_2_2	DEU047_2	DEU	entgegnete	e n t g el g n etu t etu	0.9	1.48	0.58	entgegnen	VERB	VVFIN	German/wav/047/GE047_2.wav	DEU047	10	DEV
DEU010_56_16	DEU010_56	DEU	trotzen	t r o ts etu n	3.68	4.2	0.52	trotzen	VERB	VVINF	German/wav/010/GE010_56.wav	DEU010	6	DEV
DEU024_41_15	DEU024_41	DEU	stimmen	S t i m etu n	8.01	8.4	0.39	stimmen	VERB	VVINF	German/wav/024/GE024_41.wav	DEU024	6	DEV
DEU020_135_6	DEU020_135	DEU	gestorben	g etu S t o r b etu n	1.98	2.55	0.57	sterben	VERB	VVPP	German/wav/020/GE020_135.wav	DEU020	9	DEV
DEU007_93_21	DEU007_93	DEU	billigen	b i l i g etu n	12.6	12.99	0.39	billig	VERB	VVINF	German/wav/007/GE007_93.wav	DEU007	7	DEV
DEU075_55_4	DEU075_55	DEU	zurückschlagen	ts u atu k S l al g etu n	1.49	2.36	0.87	zurückschlagen	VERB	VVINF	German/wav/075/GE075_55.wav	DEU075	10	DEV
DEU014_161_20	DEU014_161	DEU	überliefert	b etu r l il f etu r t	6.22	6.75	0.53	überliefern	VERB	VVPP	German/wav/014/GE014_161.wav	DEU014	9	DEV
DEU064_84_10	DEU064_84	DEU	befruchtet	b etu f r u x t etu t	2.94	3.54	0.6	befruchten	VERB	VVPP	German/wav/064/GE064_84.wav	DEU064	9	DEV
DEU008_153_3	DEU008_153	DEU	besuchte	b etu z ul x t etu	0.78	1.16	0.38	besuchen	VERB	VVFIN	German/wav/008/GE008_153.wav	DEU008	7	DEV
DEU021_101_7	DEU021_101	DEU	freigesprochen	f r aI g etu S p r o x etu n	3.14	3.82	0.68	freisprechen	VERB	VVPP	German/wav/021/GE021_101.wav	DEU021	12	DEV
DEU070_4_8	DEU070_4	DEU	gelangten	g etu l a ng t etu n	2.98	3.52	0.54	gelangt	VERB	VVFIN	German/wav/070/GE070_4.wav	DEU070	8	DEV
DEU054_64_7	DEU054_64	DEU	mokiert	m ol k il r t	1.72	2.26	0.54	mokiert	VERB	VVPP	German/wav/054/GE054_64.wav	DEU054	6	DEV
DEU005_193_6	DEU005_193	DEU	bedingt	b etu d i ng t	2.56	2.9	0.34	bedingt	VERB	VVFIN	German/wav/005/GE005_193.wav	DEU005	6	DEV
DEU029_6_16	DEU029_6	DEU	simuliert	z il m ul l il r t	5.8	6.3	0.5	simulieren	VERB	VVPP	German/wav/029/GE029_6.wav	DEU029	8	DEV
DEU054_22_17	DEU054_22	DEU	vernachlässigt	f e r n al x l s i C t	6.94	7.8	0.86	vernachlässigen	VERB	VVPP	German/wav/054/GE054_22.wav	DEU054	11	DEV
DEU010_88_5	DEU010_88	DEU	gelichtet	g etu l i C t etu t	1.04	1.54	0.5	lichten	VERB	VVPP	German/wav/010/GE010_88.wav	DEU010	8	DEV
DEU028_194_5	DEU028_194	DEU	räumte	r u m t etu	2.15	2.49	0.34	räumen	VERB	VVFIN	German/wav/028/GE028_194.wav	DEU028	5	DEV
DEU013_52_22	DEU013_52	DEU	zusammentreffen	ts u z a m etu n t r e f etu n	8.79	9.7	0.91	zusammentreffen	VERB	VVINF	German/wav/013/GE013_52.wav	DEU013	13	DEV
DEU068_65_10	DEU068_65	DEU	angehörten	a n g el r t etu n	4.65	5.38	0.73	angehören	VERB	VVFIN	German/wav/068/GE068_65.wav	DEU068	8	DEV
DEU015_7_14	DEU015_7	DEU	abgekommen	a p g etu k o m etu n	4.73	5.21	0.48	abkommen	VERB	VVPP	German/wav/015/GE015_7.wav	DEU015	9	DEV
DEU006_52_14	DEU006_52	DEU	erstickt	e r S t i k t	5.22	5.82	0.6	erstickt	VERB	VVFIN	German/wav/006/GE006_52.wav	DEU006	7	DEV
DEU043_199_12	DEU043_199	DEU	zurückgekehrt	ts u atu k g etu k el r t	5.33	6.21	0.88	zurückkehren	VERB	VVPP	German/wav/043/GE043_199.wav	DEU043	10	DEV
DEU006_162_14	DEU006_162	DEU	angehört	a n g el r t	5.22	5.85	0.63	anhören	VERB	VVFIN	German/wav/006/GE006_162.wav	DEU006	6	DEV
DEU013_189_12	DEU013_189	DEU	weiterzukommen	v a i t etu r ts ul k o m etu n	3.15	4.01	0.86	weiterkommen	VERB	VVINF	German/wav/013/GE013_189.wav	DEU013	13	DEV
DEU020_59_9	DEU020_59	DEU	flüchteten	f l C t etu t etu n	2.82	3.41	0.59	flüchten	VERB	VVFIN	German/wav/020/GE020_59.wav	DEU020	8	DEV
DEU007_192_2	DEU007_192	DEU	überschwemmten	b etu r S v e m t etu n	0.78	1.53	0.75	überschwemmt	VERB	ADJD	German/wav/007/GE007_192.wav	DEU007	10	DEV
DEU013_158_10	DEU013_158	DEU	abzuwarten	a p ts ul v a r t etu n	3.46	4.17	0.71	abwarten	VERB	VVIZU	German/wav/013/GE013_158.wav	DEU013	10	DEV
DEU001_36_7	DEU001_36	DEU	zerrissen	u n t	2.25	2.38	0.13	zerreißen	VERB	VVPP	German/wav/001/GE001_36.wav	DEU001	3	DEV
DEU018_29_14	DEU018_29	DEU	hinweisen	h i n v a i z etu n	5.22	5.84	0.62	hinweisen	VERB	VVFIN	German/wav/018/GE018_29.wav	DEU018	9	DEV
DEU016_35_14	DEU016_35	DEU	beließen	b etu l il	4.84	5.07	0.23	belassen	VERB	VVFIN	German/wav/016/GE016_35.wav	DEU016	4	DEV
DEU029_47_21	DEU029_47	DEU	privatisiert	p r il v a t il z il r t	9.46	10.35	0.89	privatisieren	VERB	VVPP	German/wav/029/GE029_47.wav	DEU029	11	DEV
DEU002_193_3	DEU002_193	DEU	trifft	t r i f t	0.77	1.02	0.25	treffen	VERB	VVFIN	German/wav/002/GE002_193.wav	DEU002	5	DEV
DEU004_24_3	DEU004_24	DEU	forderte	f o r d etu r t etu	0.85	1.27	0.42	fordern	VERB	VVFIN	German/wav/004/GE004_24.wav	DEU004	8	DEV
DEU064_80_3	DEU064_80	DEU	entnahmen	e n t n al m etu n	0.89	1.38	0.49	entnahmen	VERB	VAFIN	German/wav/064/GE064_80.wav	DEU064	8	DEV
DEU075_78_5	DEU075_78	DEU	einzeln	aI n ts etu l n	1.77	2.18	0.41	einzeln	VERB	VVINF	German/wav/075/GE075_78.wav	DEU075	6	DEV
DEU025_29_4	DEU025_29	DEU	näherzukommen	n r ts u k o m etu n	2.03	2.68	0.65	näherzukommen	VERB	VVFIN	German/wav/025/GE025_29.wav	DEU025	9	DEV
DEU006_40_3	DEU006_40	DEU	ruckelt	r u k etu l t	1.12	1.52	0.4	ruckeln	VERB	VVFIN	German/wav/006/GE006_40.wav	DEU006	6	DEV
DEU051_50_16	DEU051_50	DEU	weiterregieren	v a i t etu r r e g il r etu n	5.86	6.63	0.77	weiterregieren	VERB	VVINF	German/wav/051/GE051_50.wav	DEU051	13	DEV
DEU047_2_5	DEU047_2	DEU	empfinde	e m p f i n d etu	2.41	2.94	0.53	empfinden	VERB	VVFIN	German/wav/047/GE047_2.wav	DEU047	8	DEV
DEU024_87_23	DEU024_87	DEU	versinken	f e r z i ng k etu n	6.27	6.81	0.54	versinken	VERB	VVINF	German/wav/024/GE024_87.wav	DEU024	9	DEV
DEU006_84_3	DEU006_84	DEU	tummeln	t u m etu l n	0.98	1.31	0.33	tummeln	VERB	VVFIN	German/wav/006/GE006_84.wav	DEU006	6	DEV
DEU025_1_9	DEU025_1	DEU	überfordert	b etu r f o r d etu r t	4.8	5.39	0.59	überfordern	VERB	VVFIN	German/wav/025/GE025_1.wav	DEU025	10	DEV
DEU007_56_14	DEU007_56	DEU	gefangengehalten	g etu f a ng etu n g etu h a l t etu n	5.83	6.76	0.93	gefangenhalten	VERB	VVFIN	German/wav/007/GE007_56.wav	DEU007	15	DEV
DEU037_79_12	DEU037_79	DEU	erarbeitet	e r a r b a i t etu t	4.51	5.14	0.63	erarbeiten	VERB	VVPP	German/wav/037/GE037_79.wav	DEU037	10	DEV
DEU008_58_7	DEU008_58	DEU	segmentiert	z e g m e n t il r t	2.23	2.84	0.61	segmentieren	VERB	VVFIN	German/wav/008/GE008_58.wav	DEU008	10	DEV
DEU054_64_7	DEU054_64	DEU	mokiert	m ol k il r t	1.72	2.26	0.54	mokiert	VERB	VVPP	German/wav/054/GE054_64.wav	DEU054	6	DEV
DEU006_39_10	DEU006_39	DEU	verbucht	f e r b ul x t	4.77	5.38	0.61	verbuchen	VERB	VVFIN	German/wav/006/GE006_39.wav	DEU006	7	DEV
DEU049_44_7	DEU049_44	DEU	unterrichtet	u n t etu r r i C t etu t	2.25	2.78	0.53	unterrichten	VERB	VVPP	German/wav/049/GE049_44.wav	DEU049	11	DEV
DEU053_44_17	DEU053_44	DEU	gekettet	g etu k e t etu t	6.47	7.01	0.54	ketten	VERB	VVPP	German/wav/053/GE053_44.wav	DEU053	7	DEV
DEU052_39_5	DEU052_39	DEU	wies	v il s	2.23	2.46	0.23	weisen	VERB	VVFIN	German/wav/052/GE052_39.wav	DEU052	3	DEV
DEU043_165_10	DEU043_165	DEU	unterstellt	u n t etu r S t e l t	4.19	4.98	0.79	unterstellen	VERB	VVPP	German/wav/043/GE043_165.wav	DEU043	10	DEV
DEU025_34_21	DEU025_34	DEU	überfallen	b etu r f a l etu n	10.99	11.53	0.54	überfallen	VERB	VVPP	German/wav/025/GE025_34.wav	DEU025	8	DEV
DEU023_88_23	DEU023_88	DEU	einzugestehen	a i n ts ul g etu S t el etu n	10.39	11.39	1.0	eingestehen	VERB	VVINF	German/wav/023/GE023_88.wav	DEU023	12	DEV
DEU020_1_15	DEU020_1	DEU	geströmt	g etu S t r m t	4.41	4.95	0.54	strömen	VERB	VVPP	German/wav/020/GE020_1.wav	DEU020	7	DEV
DEU062_72_9	DEU062_72	DEU	debattiert	d el b a t il r t	3.74	4.27	0.53	debattieren	VERB	VVPP	German/wav/062/GE062_72.wav	DEU062	8	DEV
DEU046_2_19	DEU046_2	DEU	gereinigt	g etu r a i n i x t	7.19	7.8	0.61	reinigen	VERB	VVPP	German/wav/046/GE046_2.wav	DEU046	9	DEV
DEU014_76_6	DEU014_76	DEU	gefoltert	g etu f o l t etu r t	2.15	2.66	0.51	foltern	VERB	VVPP	German/wav/014/GE014_76.wav	DEU014	9	DEV
DEU020_70_13	DEU020_70	DEU	erledigen	e atu l el d i g etu n	4.56	5.19	0.63	erledigen	VERB	VVINF	German/wav/020/GE020_70.wav	DEU020	9	DEV
DEU056_60_19	DEU056_60	DEU	gefolgt	g etu f o l k t	5.95	6.5	0.55	folgen	VERB	VVPP	German/wav/056/GE056_60.wav	DEU056	7	DEV
DEU012_105_14	DEU012_105	DEU	erheben	e r h el b etu n	5.97	6.53	0.56	erheben	VERB	VVINF	German/wav/012/GE012_105.wav	DEU012	7	DEV
DEU007_103_14	DEU007_103	DEU	übersiedeln	b etu r z il d etu l n	6.25	6.77	0.52	übersiedeln	VERB	VVINF	German/wav/007/GE007_103.wav	DEU007	9	DEV
DEU010_120_13	DEU010_120	DEU	ausrufen	a u s r ul f etu n	3.62	4.19	0.57	ausrufen	VERB	VVFIN	German/wav/010/GE010_120.wav	DEU010	8	DEV
DEU052_108_5	DEU052_108	DEU	bewundern	b etu v u n d etu r n	1.37	2.07	0.7	bewundern	VERB	VVFIN	German/wav/052/GE052_108.wav	DEU052	9	DEV
DEU039_54_11	DEU039_54	DEU	orientieren	ol r il e n t il r etu n	2.64	3.3	0.66	orientieren	VERB	VVINF	German/wav/039/GE039_54.wav	DEU039	10	DEV
DEU074_84_16	DEU074_84	DEU	zulegte	ts ul l el k t etu	8.03	8.76	0.73	zulegen	VERB	VVFIN	German/wav/074/GE074_84.wav	DEU074	7	DEV
DEU015_143_2	DEU015_143	DEU	kämpft	k m p f t	0.51	0.91	0.4	kämpfen	VERB	VVFIN	German/wav/015/GE015_143.wav	DEU015	5	DEV
DEU031_36_6	DEU031_36	DEU	angewandt	a n g etu v a n t	2.63	3.32	0.69	anwenden	VERB	VVFIN	German/wav/031/GE031_36.wav	DEU031	8	DEV
DEU074_66_9	DEU074_66	DEU	fallen	f a l etu n	3.08	3.49	0.41	fallen	VERB	VVINF	German/wav/074/GE074_66.wav	DEU074	5	DEV
DEU052_167_7	DEU052_167	DEU	intensivieren	i n t e n z il v il r etu n	2.26	3.0	0.74	intensivieren	VERB	VVFIN	German/wav/052/GE052_167.wav	DEU052	12	DEV
DEU009_143_6	DEU009_143	DEU	drohte	d r ol t etu	2.56	3.01	0.45	drohen	VERB	VVFIN	German/wav/009/GE009_143.wav	DEU009	5	DEV
DEU074_81_10	DEU074_81	DEU	reagierte	r el a g il r t etu	4.34	4.95	0.61	reagieren	VERB	VVFIN	German/wav/074/GE074_81.wav	DEU074	8	DEV
DEU015_168_13	DEU015_168	DEU	zelebriert	ts el l el b r il r t	5.97	6.59	0.62	zelebriert	VERB	VVPP	German/wav/015/GE015_168.wav	DEU015	9	DEV
DEU023_14_12	DEU023_14	DEU	inspiriert	i n s p il r il r t	5.42	6.19	0.77	inspirieren	VERB	VVPP	German/wav/023/GE023_14.wav	DEU023	9	DEV
DEU060_93_11	DEU060_93	DEU	anzusehen	a n ts ul z el etu n	4.47	5.11	0.64	ansehen	VERB	VVIZU	German/wav/060/GE060_93.wav	DEU060	8	DEV
DEU013_147_10	DEU013_147	DEU	kennenlernten	k e n etu n l e r n t etu n	2.17	2.98	0.81	kennenlernen	VERB	VVFIN	German/wav/013/GE013_147.wav	DEU013	12	DEV
DEU007_77_2	DEU007_77	DEU	schreibt	S r a i p t	0.96	1.53	0.57	schreiben	VERB	VVFIN	German/wav/007/GE007_77.wav	DEU007	6	DEV
DEU073_47_10	DEU073_47	DEU	vorgelegt	f ol r g etu l el k t	3.57	4.2	0.63	vorlegen	VERB	VVPP	German/wav/073/GE073_47.wav	DEU073	9	DEV
DEU020_11_22	DEU020_11	DEU	fechten	f e C t etu n	8.25	8.75	0.5	fechten	VERB	VVFIN	German/wav/020/GE020_11.wav	DEU020	6	DEV
DEU043_140_2	DEU043_140	DEU	verträgt	f e atu t r k t	0.29	0.85	0.56	vertragen	VERB	VVFIN	German/wav/043/GE043_140.wav	DEU043	7	DEV
DEU076_19_11	DEU076_19	DEU	vorgesehen	f ol r g etu z el etu n	4.42	4.92	0.5	vorsehen	VERB	VVPP	German/wav/076/GE076_19.wav	DEU076	9	DEV
DEU014_94_12	DEU014_94	DEU	getrieben	g etu t r il b etu n	4.23	4.68	0.45	getrieben	VERB	VVPP	German/wav/014/GE014_94.wav	DEU014	8	DEV
DEU014_25_6	DEU014_25	DEU	zusammenrufen	ts u z a m etu n r ul f etu n	1.83	2.69	0.86	zusammenrufen	VERB	VVFIN	German/wav/014/GE014_25.wav	DEU014	12	DEV
DEU047_58_5	DEU047_58	DEU	treffen	t r e f etu n	3.21	3.54	0.33	treffen	VERB	VVFIN	German/wav/047/GE047_58.wav	DEU047	6	DEV
DEU052_1_12	DEU052_1	DEU	losriß	l ol s r i	3.3	3.68	0.38	losreißen	VERB	VVFIN	German/wav/052/GE052_1.wav	DEU052	5	DEV
DEU016_198_10	DEU016_198	DEU	gestürzt	g etu S t r ts t	2.54	3.03	0.49	stürzen	VERB	VVFIN	German/wav/016/GE016_198.wav	DEU016	7	DEV
DEU026_57_10	DEU026_57	DEU	stationiert	S t a ts il ol n il r t	3.41	4.03	0.62	stationieren	VERB	VVPP	German/wav/026/GE026_57.wav	DEU026	10	DEV
DEU007_33_17	DEU007_33	DEU	verworfen	f e r v o r f etu n	8.11	8.62	0.51	verwerfen	VERB	VVPP	German/wav/007/GE007_33.wav	DEU007	9	DEV
DEU024_194_13	DEU024_194	DEU	einzugestehen	a i n ts ul g etu S t el etu n	5.19	6.06	0.87	eingestehen	VERB	VVINF	German/wav/024/GE024_194.wav	DEU024	12	DEV
DEU002_50_21	DEU002_50	DEU	kandidieren	k a n d il d il r etu n	7.88	8.73	0.85	kandidieren	VERB	VVINF	German/wav/002/GE002_50.wav	DEU002	10	DEV
DEU014_145_5	DEU014_145	DEU	aufgewirbelte	aU f g etu v i r b e l t etu	1.11	1.94	0.83	aufgewirbelt	VERB	VVFIN	German/wav/014/GE014_145.wav	DEU014	12	DEV
DEU027_15_5	DEU027_15	DEU	bastelte	b a s t etu l t etu	1.83	2.28	0.45	basteln	VERB	VVFIN	German/wav/027/GE027_15.wav	DEU027	8	DEV
DEU059_84_12	DEU059_84	DEU	aufgezwungenen	aU f g etu ts v u ng e n etu n	3.42	4.16	0.74	aufgezwungen	ADJ	ADJA	German/wav/059/GE059_84.wav	DEU059	12	DEV
DEU004_165_6	DEU004_165	DEU	orthodoxen	o r t ol d o k s etu n	2.03	2.61	0.58	orthodox	ADJ	ADJA	German/wav/004/GE004_165.wav	DEU004	10	DEV
DEU057_20_14	DEU057_20	DEU	fremdenfeindliche	f r e m d etu n f aI n t l i C etu	5.02	5.94	0.92	fremdenfeindliche	ADJ	ADJA	German/wav/057/GE057_20.wav	DEU057	15	DEV
DEU017_68_22	DEU017_68	DEU	fremden	f r e m d etu n	9.07	9.48	0.41	fremd	ADJ	ADJA	German/wav/017/GE017_68.wav	DEU017	7	DEV
DEU012_176_8	DEU012_176	DEU	vertragliche	f e r t r al k l i C etu	2.03	2.78	0.75	vertraglich	ADJ	ADJA	German/wav/012/GE012_176.wav	DEU012	11	DEV
DEU056_42_2	DEU056_42	DEU	flacheren	f l a x etu r etu n	0.72	1.21	0.49	flach	ADJ	ADJA	German/wav/056/GE056_42.wav	DEU056	8	DEV
DEU063_8_15	DEU063_8	DEU	gesuchte	g etu z ul x t etu	6.04	6.47	0.43	gesucht	ADJ	ADJA	German/wav/063/GE063_8.wav	DEU063	7	DEV
DEU044_9_19	DEU044_9	DEU	akzeptablen	a k ts e p t al b l etu n	6.94	8.16	1.22	akzeptabel	ADJ	ADJA	German/wav/044/GE044_9.wav	DEU044	11	DEV
DEU015_46_5	DEU015_46	DEU	jüdische	S d i S etu	1.55	1.79	0.24	jüdische	ADJ	ADJA	German/wav/015/GE015_46.wav	DEU015	5	DEV
DEU015_94_7	DEU015_94	DEU	beteiligten	b etu t a i l i x t etu n	1.66	2.21	0.55	beteiligen	ADJ	ADJA	German/wav/015/GE015_94.wav	DEU015	11	DEV
DEU051_91_8	DEU051_91	DEU	iranischen	i r al n i S etu n	2.24	2.71	0.47	iranisch	ADJ	ADJA	German/wav/051/GE051_91.wav	DEU051	8	DEV
DEU020_17_12	DEU020_17	DEU	abgerutschten	a p g etu r u t S t etu n	3.96	4.53	0.57	abgerutscht	ADJ	ADJA	German/wav/020/GE020_17.wav	DEU020	11	DEV
DEU003_40_12	DEU003_40	DEU	strukturelle	S t r u k t ul r e l etu	4.42	4.99	0.57	strukturell	ADJ	ADJA	German/wav/003/GE003_40.wav	DEU003	11	DEV
DEU069_38_9	DEU069_38	DEU	fehlte	f el l t etu	3.13	3.59	0.46	fehlen	ADJ	ADJA	German/wav/069/GE069_38.wav	DEU069	5	DEV
DEU008_160_2	DEU008_160	DEU	praktischen	p r a k t i S etu n	0.61	1.12	0.51	praktisch	ADJ	ADJA	German/wav/008/GE008_160.wav	DEU008	9	DEV
DEU043_2_10	DEU043_2	DEU	umliegenden	u m l il g etu n d etu n	2.52	2.99	0.47	umliegend	ADJ	ADJA	German/wav/043/GE043_2.wav	DEU043	10	DEV
DEU041_30_13	DEU041_30	DEU	gegenwärtige	g el g etu n v r t i g etu	5.38	5.96	0.58	gegenwärtige	ADJ	ADJA	German/wav/041/GE041_30.wav	DEU041	11	DEV
DEU061_111_10	DEU061_111	DEU	wasserlöslichen	v a s etu r l s l i C etu n	4.23	5.13	0.9	wasserlöslich	ADJ	ADJA	German/wav/061/GE061_111.wav	DEU061	12	DEV
DEU046_51_19	DEU046_51	DEU	irgendwelchen	i atu g etu n t v e l C etu n	7.08	7.72	0.64	irgendwelchen	ADJ	ADJA	German/wav/046/GE046_51.wav	DEU046	12	DEV
DEU051_31_5	DEU051_31	DEU	rumänischer	r u m n i S etu r	1.63	2.11	0.48	rumänisch	ADJ	ADJA	German/wav/051/GE051_31.wav	DEU051	8	DEV
DEU010_1_15	DEU010_1	DEU	damalige	d al m al l i g etu	4.0	4.53	0.53	damalige	ADJ	ADJA	German/wav/010/GE010_1.wav	DEU010	8	DEV
DEU016_93_6	DEU016_93	DEU	vergemeinschafteten	f atu g etu m aI n S a f t e t etu n	1.46	2.46	1.0	vergemeinschafteten	ADJ	ADJA	German/wav/016/GE016_93.wav	DEU016	15	DEV
DEU035_77_1	DEU035_77	DEU	regulierte	r el g ul l il r t etu	0.65	1.25	0.6	regulieren	ADJ	ADJA	German/wav/035/GE035_77.wav	DEU035	9	DEV
DEU056_7_2	DEU056_7	DEU	europäischen	eU r ol p i S etu n	0.46	1.08	0.62	europäisch	ADJ	ADJA	German/wav/056/GE056_7.wav	DEU056	8	DEV
DEU043_135_18	DEU043_135	DEU	erfahrene	e r f al r etu n etu	6.87	7.47	0.6	erfahren	ADJ	ADJA	German/wav/043/GE043_135.wav	DEU043	8	DEV
DEU005_99_3	DEU005_99	DEU	glatte	g l a t etu	1.38	1.68	0.3	glatt	ADJ	ADJA	German/wav/005/GE005_99.wav	DEU005	5	DEV
DEU008_83_23	DEU008_83	DEU	illegaler	i l el g al l etu r	8.92	9.42	0.5	illegal	ADJ	ADJA	German/wav/008/GE008_83.wav	DEU008	8	DEV
DEU052_103_1	DEU052_103	DEU	vegetationsbedingte	v e g e t a ts j ol n s b etu d i ng t etu	0.29	1.53	1.24	vegetationsbedingte	ADJ	ADJA	German/wav/052/GE052_103.wav	DEU052	18	DEV
DEU064_96_2	DEU064_96	DEU	blühender	b l h e n d atu	0.48	0.9	0.42	blühend	ADJ	ADJA	German/wav/064/GE064_96.wav	DEU064	7	DEV
DEU006_160_2	DEU006_160	DEU	staatliche	S t al t l i C etu	0.33	0.95	0.62	staatliche	ADJ	ADJA	German/wav/006/GE006_160.wav	DEU006	8	DEV
DEU052_175_5	DEU052_175	DEU	arabische	a r al b i S etu	2.66	3.19	0.53	arabische	ADJ	ADJA	German/wav/052/GE052_175.wav	DEU052	7	DEV
DEU016_35_9	DEU016_35	DEU	organisatorische	o r g a n il z a t ol r i S etu	2.67	3.57	0.9	organisatorische	ADJ	ADJA	German/wav/016/GE016_35.wav	DEU016	14	DEV
DEU076_71_2	DEU076_71	DEU	integrierte	i n t el g r il r t etu	0.34	0.87	0.53	integrieren	ADJ	ADJA	German/wav/076/GE076_71.wav	DEU076	10	DEV
DEU015_128_12	DEU015_128	DEU	notleidende	n ol t l a i d etu n d etu	3.99	4.61	0.62	notleidende	ADJ	ADJA	German/wav/015/GE015_128.wav	DEU015	11	DEV
DEU076_32_6	DEU076_32	DEU	letzter	l e ts t etu r	1.37	1.65	0.28	letzt	ADJ	ADJA	German/wav/076/GE076_32.wav	DEU076	6	DEV
DEU035_27_8	DEU035_27	DEU	frühsommerliche	f r z o m etu r l i C etu	2.39	3.06	0.67	frühsommerliche	ADJ	ADJA	German/wav/035/GE035_27.wav	DEU035	11	DEV
DEU030_81_2	DEU030_81	DEU	meteorologische	m el t el ol r ol l ol g i S etu	0.84	1.86	1.02	meteorologische	ADJ	ADJA	German/wav/030/GE030_81.wav	DEU030	13	DEV
DEU001_28_17	DEU001_28	DEU	russischen	d il	7.73	7.93	0.2	russisch	ADJ	ADJA	German/wav/001/GE001_28.wav	DEU001	2	DEV
DEU074_59_10	DEU074_59	DEU	persönliche	p e r s n l i C etu	3.37	4.15	0.78	persönlich	ADJ	ADJA	German/wav/074/GE074_59.wav	DEU074	9	DEV
DEU072_44_1	DEU072_44	DEU	philippinische	f i l i p il n i S etu	0.28	1.14	0.86	philippinische	ADJ	ADJA	German/wav/072/GE072_44.wav	DEU072	10	DEV
DEU013_181_9	DEU013_181	DEU	proiranischer	p r ol i r al n i S atu	3.75	4.51	0.76	proiranischer	ADJ	ADJA	German/wav/013/GE013_181.wav	DEU013	10	DEV
DEU030_76_11	DEU030_76	DEU	innerkirchlicher	i n atu k i r C l i C etu r	3.96	4.81	0.85	innerkirchlicher	ADJ	ADJA	German/wav/030/GE030_76.wav	DEU030	12	DEV
DEU035_40_17	DEU035_40	DEU	solidarischen	z ol l il d al r i S etu n	6.29	7.09	0.8	solidarisch	ADJ	ADJA	German/wav/035/GE035_40.wav	DEU035	11	DEV
DEU075_43_8	DEU075_43	DEU	erwähnten	e atu v n t etu n	2.89	3.42	0.53	erwähnen	ADJ	ADJA	German/wav/075/GE075_43.wav	DEU075	7	DEV
DEU056_65_4	DEU056_65	DEU	geforderten	g etu f o r d etu r t etu n	1.29	1.81	0.52	gefordert	ADJ	ADJA	German/wav/056/GE056_65.wav	DEU056	11	DEV
DEU046_54_1	DEU046_54	DEU	australische	aU s t r al l i S etu	0.2	0.98	0.78	australische	ADJ	ADJA	German/wav/046/GE046_54.wav	DEU046	9	DEV
DEU022_84_12	DEU022_84	DEU	zuverlässigen	ts ul f e r l s i g etu n	3.58	4.29	0.71	zuverlässig	ADJ	ADJA	German/wav/022/GE022_84.wav	DEU022	11	DEV
DEU046_73_3	DEU046_73	DEU	folgenden	f o l g etu n d etu n	0.43	0.96	0.53	folgend	ADJ	ADJA	German/wav/046/GE046_73.wav	DEU046	9	DEV
DEU039_48_16	DEU039_48	DEU	antideutschen	a n t i d eU t S etu n	5.61	6.2	0.59	antideutschen	ADJ	ADJA	German/wav/039/GE039_48.wav	DEU039	10	DEV
